case_id,supplier_id,supplier_name,invoice_id,po_id,invoice_date,case_created_date,disputed_amount_usd,system_reason_code,priority_supplier,case_status,resolution,approval_level,handling_minutes,resolution_days,sla_target_days,sla_met,reopened,missing_evidence,systems_accessed,systems_accessed_count,documents_reviewed,documents_reviewed_count,analyst_id
MRG-2026-0180,V-100184,NorthStar Consumer Products,INV-823426,PO-695482,2026-01-31,2026-02-03,58346.07,OTHER,Yes,CLOSED,PAY_AS_INVOICED,AP Manager,41,1.0,3,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Email Thread; Master Agreement; PO,3,AP-A03
MRG-2026-0181,V-633190,Evergreen Facilities,INV-489756,PO-798228,2026-07-01,2026-07-07,27943.97,MISSING_RECEIPT,No,CLOSED,PAY_AS_INVOICED,AP Team Lead,33,13.9,5,No,No,Yes,Outlook; Receiving; SAP,3,Invoice; PO; Proof of Delivery; Receiving Confirmation,4,AP-A05
MRG-2026-0182,V-100184,NorthStar Consumer Products,INV-266752,PO-682430,2026-02-21,2026-03-15,13675.01,PRICE_MISMATCH,Yes,CLOSED,PAY_PO_AMOUNT,AP Team Lead,18,0.7,3,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,PO; Pricing Agreement,2,AP-A03
MRG-2026-0183,V-633190,Evergreen Facilities,INV-843131,PO-688137,2026-01-09,2026-01-31,67206.21,OTHER,No,CLOSED,REJECT_DISPUTE,AP Manager,42,3.6,5,Yes,No,No,Outlook; SAP; TMS,3,Case Notes; Email Thread; Invoice; PO,4,AP-A03
MRG-2026-0184,V-301442,Solara Imports,INV-111970,PO-521202,2026-02-20,2026-03-11,11749.25,FREIGHT,Yes,CLOSED,REJECT_DISPUTE,AP Team Lead,15,1.2,3,Yes,No,No,Outlook; SAP; SharePoint; TMS,4,Carrier Documentation; Invoice; PO,3,AP-A02
MRG-2026-0185,V-203811,Apex Industrial Supply,INV-305130,PO-850645,2026-03-28,2026-04-02,20141.51,MISSING_RECEIPT,No,CLOSED,ESCALATE,AP Team Lead,14,2.1,5,Yes,No,No,Coupa; Outlook; Receiving; SAP,4,Invoice; Receiving Confirmation,2,AP-A06
MRG-2026-0186,V-100184,NorthStar Consumer Products,INV-865059,PO-890143,2026-06-29,2026-07-05,7234.85,DUPLICATE,Yes,CLOSED,ESCALATE,AP Analyst,6,1.9,3,Yes,No,Yes,Coupa; SAP,2,Invoice; Payment History; Prior Invoice,3,AP-A07
MRG-2026-0187,V-301442,Solara Imports,INV-128528,PO-912151,2026-06-10,2026-06-30,22513.82,QUANTITY_MISMATCH,Yes,CLOSED,ESCALATE,AP Team Lead,24,2.8,3,Yes,No,No,Coupa; Outlook; Receiving; SAP,4,Goods Receipt; Invoice; PO; Proof of Delivery,4,AP-A03
MRG-2026-0188,V-203811,Apex Industrial Supply,INV-461630,PO-767072,2026-06-30,2026-07-14,10388.08,PRICE_MISMATCH,No,CLOSED,PARTIAL_ADJUSTMENT,AP Team Lead,29,15.9,5,No,Yes,No,Coupa; SAP; SharePoint,3,Invoice; PO; Pricing Agreement,3,AP-A05
MRG-2026-0189,V-203811,Apex Industrial Supply,INV-203521,PO-697822,2026-05-17,2026-06-07,5777.04,DUPLICATE,No,CLOSED,PAY_AS_INVOICED,AP Analyst,9,1.6,5,Yes,No,No,Coupa; SAP,2,Invoice; Payment History; Prior Invoice,3,AP-A05
MRG-2026-0190,V-301442,Solara Imports,INV-803964,PO-989784,2026-06-06,2026-06-30,12029.92,FREIGHT,Yes,CLOSED,REJECT_DISPUTE,AP Team Lead,19,2.9,3,Yes,No,No,Coupa; Outlook; SAP; SharePoint; TMS,5,Carrier Documentation; Freight Terms; PO,3,AP-A05
MRG-2026-0191,V-301442,Solara Imports,INV-714266,PO-826910,2026-05-28,2026-06-18,19218.49,DUPLICATE,Yes,CLOSED,PAY_AS_INVOICED,AP Team Lead,44,18.6,3,No,Yes,No,Coupa; Outlook; Receiving; SAP,4,Invoice; Proof of Delivery; Receiving Confirmation,3,AP-A06
MRG-2026-0192,V-203811,Apex Industrial Supply,INV-719378,PO-592838,2026-04-25,2026-05-08,30992.32,OTHER,No,CLOSED,PAY_PO_AMOUNT,AP Team Lead,11,3.2,5,Yes,No,No,Coupa; Outlook; Receiving,3,Goods Receipt; Invoice; Proof of Delivery,3,AP-A01
MRG-2026-0193,V-100184,NorthStar Consumer Products,INV-726971,PO-786237,2026-05-06,2026-05-31,17857.89,QUANTITY_MISMATCH,Yes,CLOSED,PARTIAL_ADJUSTMENT,AP Team Lead,27,0.7,3,Yes,No,No,Coupa; Outlook,2,Goods Receipt; Proof of Delivery,2,AP-A05
MRG-2026-0194,V-100184,NorthStar Consumer Products,INV-603660,PO-964289,2026-03-05,2026-03-20,88731.96,QUANTITY_MISMATCH,Yes,CLOSED,REQUEST_CREDIT_NOTE,AP Manager,10,7.9,3,No,No,No,Coupa; Outlook; Receiving,3,Goods Receipt; Invoice; PO,3,AP-A01
MRG-2026-0195,V-744205,BluePeak Logistics,INV-227637,PO-958303,2026-03-07,2026-03-13,4286.08,FREIGHT,No,CLOSED,PAY_AS_INVOICED,AP Analyst,49,16.0,5,No,Yes,No,Coupa; SAP; SharePoint; TMS,4,Carrier Documentation; Freight Terms; PO,3,AP-A07
MRG-2026-0196,V-410221,Harbor Home Goods,INV-475673,PO-832184,2026-04-24,2026-05-14,19553.08,TAX,No,CLOSED,ESCALATE,AP Team Lead,17,13.0,5,No,No,No,Coupa; Outlook; Tax Config,3,Invoice; Supplier Tax Document; Tax Configuration,3,AP-A06
MRG-2026-0197,V-203811,Apex Industrial Supply,INV-377383,PO-813072,2026-05-04,2026-05-28,6837.93,PRICE_MISMATCH,No,CLOSED,ESCALATE,AP Analyst,20,1.0,5,Yes,No,No,Coupa; SAP; SharePoint,3,Invoice; PO; Pricing Agreement,3,AP-A05
MRG-2026-0198,V-203811,Apex Industrial Supply,INV-473318,PO-833765,2026-08-10,2026-08-24,9976.37,OTHER,No,CLOSED,REJECT_DISPUTE,AP Analyst,8,0.8,5,Yes,No,No,Coupa; SAP,2,Invoice; Payment History; Prior Invoice,3,AP-A07
MRG-2026-0199,V-410221,Harbor Home Goods,INV-420299,PO-845194,2026-03-16,2026-04-02,13355.44,QUANTITY_MISMATCH,No,CLOSED,PARTIAL_ADJUSTMENT,AP Team Lead,21,11.5,5,No,No,No,Coupa; Outlook; Receiving; SAP,4,Goods Receipt; Invoice; PO,3,AP-A05
MRG-2026-0200,V-301442,Solara Imports,INV-309929,PO-738748,2026-04-30,2026-05-16,228715.04,OTHER,Yes,CLOSED,REJECT_DISPUTE,AP Manager,47,9.4,3,No,Yes,No,Coupa; SAP; SharePoint; TMS,4,Case Notes; Email Thread; Invoice,3,AP-A07
MRG-2026-0201,V-410221,Harbor Home Goods,INV-887922,PO-827164,2026-07-25,2026-08-08,30671.86,FREIGHT,No,CLOSED,PARTIAL_ADJUSTMENT,AP Team Lead,31,3.2,5,Yes,No,No,Coupa; Outlook; SAP; SharePoint; TMS,5,Carrier Documentation; Freight Terms; PO,3,AP-A02
MRG-2026-0202,V-100184,NorthStar Consumer Products,INV-895795,PO-515224,2026-06-05,2026-06-27,5994.55,PRICE_MISMATCH,Yes,CLOSED,PAY_AS_INVOICED,AP Analyst,14,2.2,3,Yes,No,No,Outlook; SAP; SharePoint,3,Invoice; PO; Pricing Agreement,3,AP-A06
MRG-2026-0203,V-744205,BluePeak Logistics,INV-385986,PO-748288,2026-06-14,2026-07-09,10642.82,QUANTITY_MISMATCH,No,CLOSED,REQUEST_CREDIT_NOTE,AP Team Lead,15,3.1,5,Yes,No,No,Coupa; Outlook; Receiving; SAP,4,Goods Receipt; PO,2,AP-A01
MRG-2026-0204,V-203811,Apex Industrial Supply,INV-838951,PO-890140,2026-08-03,2026-08-05,102074.93,TAX,No,CLOSED,PARTIAL_ADJUSTMENT,AP Manager,21,15.4,5,No,No,No,Outlook; Receiving; SAP,3,Goods Receipt; Invoice; Proof of Delivery,3,AP-A05
MRG-2026-0205,V-633190,Evergreen Facilities,INV-789950,PO-508327,2026-02-15,2026-02-23,4941.2,CONTRACT_TERM,No,CLOSED,PAY_PO_AMOUNT,AP Analyst,58,18.8,5,No,Yes,No,Coupa; SharePoint,2,Amendment; Email Thread; Invoice; Master Agreement; PO,5,AP-A04
MRG-2026-0206,V-744205,BluePeak Logistics,INV-927351,PO-515804,2026-01-27,2026-02-04,17743.65,MISSING_RECEIPT,No,CLOSED,PAY_AS_INVOICED,AP Team Lead,39,10.9,5,No,No,No,Coupa; Outlook; SharePoint,3,Amendment; Email Thread; Invoice; Master Agreement; PO,5,AP-A03
MRG-2026-0207,V-410221,Harbor Home Goods,INV-307913,PO-579231,2025-12-26,2026-01-02,6244.3,DUPLICATE,No,CLOSED,REJECT_DISPUTE,AP Analyst,4,1.0,5,Yes,No,No,Coupa; SAP,2,Invoice; Payment History; Prior Invoice,3,AP-A06
MRG-2026-0208,V-633190,Evergreen Facilities,INV-859252,PO-844417,2026-03-13,2026-03-19,10388.35,MISSING_RECEIPT,No,CLOSED,PARTIAL_ADJUSTMENT,AP Team Lead,29,1.6,5,Yes,No,No,Coupa; Receiving; SAP,3,Goods Receipt; Invoice; PO,3,AP-A05
MRG-2026-0209,V-100184,NorthStar Consumer Products,INV-541411,PO-619841,2026-04-19,2026-04-22,12040.89,PRICE_MISMATCH,Yes,CLOSED,ESCALATE,AP Team Lead,16,2.9,3,Yes,No,No,Coupa; SAP; SharePoint,3,Invoice; PO,2,AP-A06
MRG-2026-0210,V-203811,Apex Industrial Supply,INV-358355,PO-901572,2026-07-29,2026-08-04,11593.78,PRICE_MISMATCH,No,CLOSED,PAY_AS_INVOICED,AP Team Lead,14,3.6,5,Yes,No,No,Coupa; Outlook; SharePoint,3,Invoice; PO; Pricing Agreement,3,AP-A02
MRG-2026-0211,V-203811,Apex Industrial Supply,INV-288247,PO-901601,2026-07-05,2026-07-23,167377.59,CONTRACT_TERM,No,CLOSED,PAY_AS_INVOICED,AP Manager,48,19.0,5,No,No,Yes,Coupa; Outlook; SAP; SharePoint,4,Email Thread; Invoice; Master Agreement; PO,4,AP-A06
MRG-2026-0212,V-203811,Apex Industrial Supply,INV-271364,PO-916380,2026-01-10,2026-01-16,6847.67,PRICE_MISMATCH,No,CLOSED,PAY_PO_AMOUNT,AP Analyst,21,2.4,5,Yes,Yes,No,Outlook; SAP; SharePoint,3,Invoice; PO; Pricing Agreement,3,AP-A01
MRG-2026-0213,V-633190,Evergreen Facilities,INV-225328,PO-698456,2026-05-03,2026-05-10,8988.21,DUPLICATE,No,CLOSED,PARTIAL_ADJUSTMENT,AP Analyst,18,1.3,5,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO; Pricing Agreement,3,AP-A06
MRG-2026-0214,V-633190,Evergreen Facilities,INV-841446,PO-919772,2026-02-13,2026-02-24,61742.35,QUANTITY_MISMATCH,No,CLOSED,PARTIAL_ADJUSTMENT,AP Manager,30,14.5,5,No,Yes,No,Coupa; Receiving,2,Goods Receipt; Invoice; PO,3,AP-A05
MRG-2026-0215,V-203811,Apex Industrial Supply,INV-240967,PO-962625,2026-05-14,2026-05-18,10445.27,QUANTITY_MISMATCH,No,CLOSED,PARTIAL_ADJUSTMENT,AP Team Lead,25,3.1,5,Yes,No,No,Coupa; Outlook; Receiving; SAP,4,Goods Receipt; Invoice; Proof of Delivery,3,AP-A03
MRG-2026-0216,V-301442,Solara Imports,INV-598141,PO-986850,2026-08-01,2026-08-17,36998.12,OTHER,Yes,CLOSED,ESCALATE,AP Team Lead,24,14.3,3,No,No,No,Coupa; Outlook; SAP; SharePoint; TMS,5,Email Thread; Invoice; PO,3,AP-A06
MRG-2026-0217,V-410221,Harbor Home Goods,INV-967436,PO-736969,2026-01-10,2026-01-18,18206.47,FREIGHT,No,CLOSED,ESCALATE,AP Team Lead,26,4.9,5,Yes,No,No,Outlook; SAP; TMS,3,Carrier Documentation; Freight Terms; Invoice,3,AP-A04
MRG-2026-0218,V-100184,NorthStar Consumer Products,INV-776035,PO-915966,2025-12-28,2026-01-14,14075.2,MISSING_RECEIPT,Yes,CLOSED,PAY_PO_AMOUNT,AP Team Lead,12,9.0,3,No,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO; Pricing Agreement,3,AP-A02
MRG-2026-0219,V-203811,Apex Industrial Supply,INV-247147,PO-653483,2026-07-03,2026-07-06,20012.72,FREIGHT,No,CLOSED,REJECT_DISPUTE,AP Team Lead,16,0.7,5,Yes,No,No,Coupa; Outlook; SharePoint; TMS,4,Carrier Documentation; Freight Terms; Invoice; PO,4,AP-A08
MRG-2026-0220,V-100184,NorthStar Consumer Products,INV-349452,PO-763365,2026-03-22,2026-03-31,24596.14,MISSING_RECEIPT,Yes,CLOSED,ESCALATE,AP Team Lead,24,13.9,3,No,No,No,Coupa; Outlook; Receiving; SAP,4,Proof of Delivery; Receiving Confirmation,2,AP-A02
MRG-2026-0221,V-100184,NorthStar Consumer Products,INV-179196,PO-758664,2026-05-23,2026-06-05,64794.47,OTHER,Yes,CLOSED,REJECT_DISPUTE,AP Manager,20,13.0,3,No,No,No,Coupa; Outlook; Receiving; SAP,4,Invoice; Proof of Delivery,2,AP-A06
MRG-2026-0222,V-410221,Harbor Home Goods,INV-135650,PO-748940,2026-04-13,2026-04-29,95766.76,CONTRACT_TERM,No,CLOSED,ESCALATE,AP Manager,28,15.8,5,No,No,No,Coupa; SAP; SharePoint,3,Invoice; Master Agreement; PO,3,AP-A02
MRG-2026-0223,V-100184,NorthStar Consumer Products,INV-195953,PO-930315,2026-05-20,2026-06-14,74541.08,MISSING_RECEIPT,Yes,CLOSED,PAY_AS_INVOICED,AP Manager,19,2.6,3,Yes,No,No,Coupa; Outlook; Receiving; SAP,4,Invoice; PO; Receiving Confirmation,3,AP-A01
MRG-2026-0224,V-410221,Harbor Home Goods,INV-249091,PO-534399,2026-05-06,2026-05-09,11679.57,PRICE_MISMATCH,No,CLOSED,ESCALATE,AP Team Lead,23,4.1,5,Yes,No,No,Coupa; Outlook; Receiving; SAP,4,Proof of Delivery; Receiving Confirmation,2,AP-A05
MRG-2026-0225,V-744205,BluePeak Logistics,INV-478186,PO-586936,2026-08-06,2026-08-25,34578.05,MISSING_RECEIPT,No,CLOSED,ESCALATE,AP Team Lead,24,18.4,5,No,No,Yes,Coupa; Outlook; Receiving; SAP,4,Invoice; PO; Proof of Delivery,3,AP-A08
MRG-2026-0226,V-512870,Pinnacle Packaging,INV-390642,PO-599545,2026-01-11,2026-01-21,4912.31,DUPLICATE,No,CLOSED,REJECT_DISPUTE,AP Analyst,4,0.7,5,Yes,No,No,Coupa; SAP,2,Invoice; Payment History; Prior Invoice,3,AP-A02
MRG-2026-0227,V-301442,Solara Imports,INV-622956,PO-662897,2026-03-11,2026-03-23,33897.04,DUPLICATE,Yes,CLOSED,REJECT_DISPUTE,AP Team Lead,16,14.5,3,No,No,Yes,Coupa; SAP,2,Invoice; Payment History; Prior Invoice,3,AP-A05
MRG-2026-0228,V-301442,Solara Imports,INV-895361,PO-988838,2026-02-07,2026-02-10,8100.67,QUANTITY_MISMATCH,Yes,CLOSED,PARTIAL_ADJUSTMENT,AP Analyst,18,2.6,3,Yes,No,No,Coupa; Outlook; Receiving,3,Goods Receipt; Invoice; PO,3,AP-A03
MRG-2026-0229,V-744205,BluePeak Logistics,INV-800204,PO-654150,2026-05-23,2026-06-01,7418.24,QUANTITY_MISMATCH,No,CLOSED,PARTIAL_ADJUSTMENT,AP Analyst,24,1.5,5,Yes,No,No,Outlook; Receiving; SAP,3,PO; Proof of Delivery,2,AP-A06
MRG-2026-0230,V-410221,Harbor Home Goods,INV-407065,PO-693615,2026-01-14,2026-01-20,12794.89,QUANTITY_MISMATCH,No,CLOSED,REQUEST_CREDIT_NOTE,AP Team Lead,14,4.4,5,Yes,No,No,Coupa; Outlook; Receiving; SAP,4,Invoice; PO; Proof of Delivery,3,AP-A08
MRG-2026-0231,V-100184,NorthStar Consumer Products,INV-540994,PO-986932,2026-08-16,2026-08-31,72626.45,QUANTITY_MISMATCH,Yes,CLOSED,PARTIAL_ADJUSTMENT,AP Manager,18,1.9,3,Yes,No,No,Coupa; Outlook; Receiving; SAP,4,Goods Receipt; Invoice; PO,3,AP-A02
MRG-2026-0232,V-100184,NorthStar Consumer Products,INV-738812,PO-806074,2026-03-02,2026-03-05,16353.37,QUANTITY_MISMATCH,Yes,CLOSED,PAY_PO_AMOUNT,AP Team Lead,18,2.5,3,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,PO; Pricing Agreement,2,AP-A07
MRG-2026-0233,V-512870,Pinnacle Packaging,INV-337466,PO-667783,2026-04-13,2026-04-26,10272.94,FREIGHT,No,CLOSED,PAY_AS_INVOICED,AP Team Lead,18,2.1,5,Yes,No,No,SAP; SharePoint; TMS,3,Carrier Documentation; Freight Terms; Invoice; PO,4,AP-A08
MRG-2026-0234,V-744205,BluePeak Logistics,INV-901835,PO-841206,2026-03-02,2026-03-17,16734.42,OTHER,No,CLOSED,ESCALATE,AP Team Lead,36,12.6,5,No,No,No,Coupa; SAP; SharePoint,3,Case Notes; Email Thread; Invoice; PO,4,AP-A07
MRG-2026-0235,V-512870,Pinnacle Packaging,INV-810835,PO-912282,2026-06-04,2026-06-22,11217.91,MISSING_RECEIPT,No,CLOSED,REJECT_DISPUTE,AP Team Lead,16,1.8,5,Yes,No,No,Coupa; Outlook; Receiving; SAP,4,Invoice; PO; Proof of Delivery,3,AP-A01
MRG-2026-0236,V-410221,Harbor Home Goods,INV-288970,PO-692800,2026-03-03,2026-03-19,3938.46,PRICE_MISMATCH,No,CLOSED,PARTIAL_ADJUSTMENT,AP Analyst,36,1.4,5,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO; Pricing Agreement,3,AP-A04
MRG-2026-0237,V-512870,Pinnacle Packaging,INV-480600,PO-918019,2026-03-21,2026-03-30,18211.19,PRICE_MISMATCH,No,CLOSED,PARTIAL_ADJUSTMENT,AP Team Lead,17,3.2,5,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO,2,AP-A06
MRG-2026-0238,V-633190,Evergreen Facilities,INV-681422,PO-525481,2026-06-20,2026-07-09,19459.32,PRICE_MISMATCH,No,CLOSED,REJECT_DISPUTE,AP Team Lead,7,3.3,5,Yes,No,No,Coupa; SAP,2,Invoice; Payment History; Prior Invoice,3,AP-A06
MRG-2026-0239,V-203811,Apex Industrial Supply,INV-898787,PO-630200,2026-03-02,2026-03-16,25412.02,OTHER,No,CLOSED,PAY_AS_INVOICED,AP Team Lead,40,1.3,5,Yes,No,No,Outlook; SAP; SharePoint; TMS,4,Email Thread; Invoice,2,AP-A06
MRG-2026-0240,V-744205,BluePeak Logistics,INV-458510,PO-976102,2026-06-15,2026-07-04,15095.05,PRICE_MISMATCH,No,CLOSED,PAY_AS_INVOICED,AP Team Lead,17,2.6,5,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO; Pricing Agreement,3,AP-A04
MRG-2026-0241,V-100184,NorthStar Consumer Products,INV-125822,PO-555417,2026-06-03,2026-06-14,46620.07,QUANTITY_MISMATCH,Yes,CLOSED,REQUEST_CREDIT_NOTE,AP Team Lead,27,2.8,3,Yes,No,No,Coupa; Outlook; Receiving; SAP,4,Goods Receipt; PO; Proof of Delivery,3,AP-A07
MRG-2026-0242,V-633190,Evergreen Facilities,INV-494701,PO-896520,2026-01-16,2026-01-24,6315.73,OTHER,No,CLOSED,REJECT_DISPUTE,AP Analyst,6,4.2,5,Yes,No,No,Coupa; SAP,2,Invoice; Payment History; Prior Invoice,3,AP-A05
MRG-2026-0243,V-203811,Apex Industrial Supply,INV-233274,PO-740666,2026-07-23,2026-07-27,84499.27,DUPLICATE,No,CLOSED,REQUEST_CREDIT_NOTE,AP Manager,38,1.9,5,Yes,No,No,Outlook; SAP; Tax Config,3,Invoice; PO; Supplier Tax Document; Tax Configuration,4,AP-A07
MRG-2026-0244,V-410221,Harbor Home Goods,INV-944889,PO-566119,2026-05-14,2026-05-17,54201.69,FREIGHT,No,CLOSED,ESCALATE,AP Manager,24,3.1,5,Yes,No,No,Coupa; Outlook; SharePoint; TMS,4,Carrier Documentation; Freight Terms; PO,3,AP-A05
MRG-2026-0245,V-512870,Pinnacle Packaging,INV-238529,PO-801201,2026-02-02,2026-02-16,8350.52,PRICE_MISMATCH,No,CLOSED,PAY_PO_AMOUNT,AP Analyst,20,1.1,5,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO; Pricing Agreement,3,AP-A04
MRG-2026-0246,V-744205,BluePeak Logistics,INV-909745,PO-808492,2026-05-07,2026-05-23,30041.29,QUANTITY_MISMATCH,No,CLOSED,PARTIAL_ADJUSTMENT,AP Team Lead,18,3.0,5,Yes,No,No,Coupa; Outlook; Receiving; SAP,4,Invoice; PO; Proof of Delivery,3,AP-A03
MRG-2026-0247,V-744205,BluePeak Logistics,INV-825816,PO-953657,2026-07-31,2026-08-21,8926.62,QUANTITY_MISMATCH,No,CLOSED,PARTIAL_ADJUSTMENT,AP Analyst,14,1.1,5,Yes,No,No,Coupa; Outlook; Receiving; SAP,4,Goods Receipt; Invoice; Proof of Delivery,3,AP-A03
MRG-2026-0248,V-203811,Apex Industrial Supply,INV-496997,PO-755989,2026-03-26,2026-03-29,21806.69,TAX,No,CLOSED,PARTIAL_ADJUSTMENT,AP Team Lead,24,14.3,5,No,No,No,Coupa; Outlook; SAP,3,Invoice; Supplier Tax Document; Tax Configuration,3,AP-A03
MRG-2026-0249,V-100184,NorthStar Consumer Products,INV-314990,PO-573767,2026-04-20,2026-05-05,17371.37,QUANTITY_MISMATCH,Yes,CLOSED,PARTIAL_ADJUSTMENT,AP Team Lead,35,0.9,3,Yes,No,No,Coupa; Outlook; Receiving,3,Goods Receipt; Invoice; PO; Proof of Delivery,4,AP-A06
MRG-2026-0250,V-203811,Apex Industrial Supply,INV-276040,PO-570991,2026-01-07,2026-01-27,6476.99,DUPLICATE,No,CLOSED,REJECT_DISPUTE,AP Analyst,9,1.9,5,Yes,No,No,Coupa; SAP,2,Invoice; Payment History; Prior Invoice,3,AP-A07
